district,name,abbreviated_name,address,chief,phone,yasli,fax,email,mo,inn,ogrn,note
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад №83 комбинированного вида Красногвардейского района Санкт-Петербурга,ГБДОУ детский сад №83 Красногвардейского района Санкт-Петербурга,"г.Санкт-Петербург, проспект Ударников, дом 27, корпус 3, литера А",Яковлева Ольга Ивановна,8-812-529-81-07,Да,8-812-529-52-36,gdou83@yandex.ru,Пороховые,7806081287,1037816029514,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад №84 общеразвивающего вида с приоритетным осуществлением деятельности по физическому развитию детей Красногвардейского района Санкт-Петербурга,ГБДОУ детский сад №84 Красногвардейского района Санкт-Петербурга,"г.Санкт-Петербург, проспект Энтузиастов, дом 51, корпус 4, литера А",Шипилова Тамара Владимировна,8-812-520-03-24,Да,8-812-529-14-89,gbdou84@yandex.ru,Ржевка,7806081135,1037816030670,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад №85 комбинированного вида Красногвардейского района Санкт-Петербурга,ГБДОУ детский сад № 85 комбинированного вида Красногвардейского района Санкт-Петербурга,"г.Санкт-Петербург, проспект Наставников, дом 29, корпус 2, литера А",Ватанина Ольга Викторовна,8-812-521-78-06,Да,8-812-521-78-06,gdou85@yandex.ru,Ржевка,7806029304,1037816029657,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад №86 комбинированного вида Красногвардейского района Санкт-Петербурга,ГБДОУ детский сад №86 Красногвардейского района Санкт-Петербурга,"г.Санкт-Петербург, проспект Наставников, дом 41, корпус 2, литера А",Недбайло Ирина Анатольевна,8-812-526-37-66,Да,8-812-526-37-66,gbdoy86@yandex.ru,Ржевка,7806042954,1037816029294,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 87 компенсирующего вида Красногвардейского района Санкт-Петербурга,ГБДОУ детский сад № 87 Красногвардейского района Санкт-Петербурга,"г.Санкт-Петербург, Ленская улица, дом 11, корпус 3, литера А",Кирилина Марина Валентиновна,8-812-521-59-03,Нет,8-812-524-33-75,detckisad87@yandex.ru,Пороховые,7806028950,1037816030713,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 88 присмотра и оздоровления Красногвардейского района Санкт-Петербурга,ГБДОУ детский сад № 88 Красногвардейского района Санкт-Петербурга,"г.Санкт-Петербург, проспект Ударников, дом 56, корпус 2, литера А",Шорина Татьяна Михайловна,8-812-527-85-30,Да,8-812-527-85-30,gdouds88@yandex.ru,Ржевка,7806044246,1037816030746,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение Центр развития ребенка - детский сад №89 Красногвардейского района Санкт-Петербурга,ГБДОУ ЦРР детский сад № 89 Красногвардейского района Санкт-Петербурга,"г.Санкт-Петербург, улица Лазо, дом 12, литера А",Пенькова Алла Юрьевна,8-812-527-68-98,Да,8-812-527-68-98,gdoucrr89@yandex.ru,Ржевка,7806081294,1037816030780,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад №90 Красногвардейского района Санкт-Петербурга,ГБДОУ детский сад №90 Красногвардейского района Санкт Петербурга,"г.Санкт-Петербург, проспект Ударников, дом 50, литера А",Назарова Елена Викторовна,8-812-527-86-12,Да,8-812-527-86-12,doo90@yandex.ru,Ржевка,7806080396,1037816030812,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 91 общеразвивающего вида с приоритетным осуществлением деятельности по физическому развитию детей Красногвардейского района Санкт-Петербурга,ГБДОУ детский сад №91 Красногвардейского района Санкт-Петербурга,"г.Санкт-Петербург, Ленская улица, дом 20, корпус 2, литера А",Бастракова Ирина Валерьевна,8-812-521-36-10,Да,8-812-521-36-82,detsad91@gmail.com,Пороховые,7806028519,1037816037742,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад №92 Красногвардейского района Санкт-Петербурга,ГБДОУ детский сад №92 Красногвардейского района Санкт-Петербурга,"г.Санкт-Петербург, проспект Ударников, дом 30, корпус 3, литера А",Кашкарева Татьяна Николаевна,8-812-527-14-23,Да,8-812-526-64-35,gbdou-92@yandex.ru,Пороховые,7806029833,1037816029778,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 93 комбинированного вида Красногвардейского района Санкт-Петербурга,ГБДОУ детский сад №93 Красногвардейского района Санкт-Петербурга,"г.Санкт-Петербург, улица Осипенко, дом 3, корпус 2, литера А",Хрусталева Елена Ильинична,8-812-520-42-36,Да,8-812-520-42-36,gbdou93spb@gmail.com,Пороховые,7806080163,1037816029162,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад №95 Красногвардейского района Санкт-Петербурга,ГБДОУ детский сад №95 Красногвардейского района Санкт-Петербурга,"г.Санкт-Петербург, проспект Косыгина, дом 9, корпус 3, литера А",Рудой Ольга Юрьевна,8-812-520-40-33,Да,8-812-520-40-33,gbdou95@yandex.ru,Пороховые,7806443650,1107847393048,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад №96 комбинированного вида Красногвардейского района Санкт-Петербурга,ГБДОУ детский сад №96 Красногвардейского района Санкт-Петербурга,"г.Санкт-Петербург, Индустриальный проспект, дом 20, корпус 2, литера А",Ушакова Анна Андреевна,8-812-529-13-85,Да,8-812-529-13-85,dou_96@mail.ru,Пороховые,7806080340,1037816030845,
Красногвардейский,Государственное бюджетное дошкольное образовательное учреждение детский сад №97 Красногвардейского района Санкт-Петербурга,ГБДОУ детский сад №97 Красногвардейского района Санкт-Петербурга,"г.Санкт-Петербург, улица Осипенко, дом 6, литера А",Фёдорова Виктория Анатольевна,8-812-291-65-76,Да,8-812-291-65-77,dsad.97@mail.ru,Пороховые,7806414553,1097847207347,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 1 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №1,"г.Санкт-Петербург, Пулковское шоссе, дом 91, литера Б",Михайлина Анна Владимировна,8-812-704-40-96,Да,8-812-704-40-96,ds1mr@yandex.ru,"Муниципальное объединение ""Пулковский меридиан""",7810214540,1027804899429,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 2 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №2,"г. Санкт-Петербург, пр. Космонавтов, д. 46, корпус 2",Макиенко Елена Александровна,8-812-411-04-42,Да,8-812-411-04-42,ds2mrspb@mail.ru,"Муниципальное объединение ""Гагаринское""",7810214518,1027804895469,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 3 общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетическому развитию детей Московского района Санкт-Петербурга,ГБДОУ №3,"г. Санкт-Петербург, Витебский проспект, дом 33, корпус 6, литера А",Спиро Мария Вадимовна,8-812-379-36-86,Да,8-812-372-81-64,ds3mosk@mail.ru,"Муниципальное объединение ""Гагаринское""",7810214638,1027804895260,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 4 Московского района Санкт-Петербурга,ГБДОУ №4,"г. Санкт-Петербург г, Московский проспект, дом 172, корпус 2",Калачева Александра Юрьевна,8-812-388-03-12,Да,8-812-388-03-12,ds4mrossinka@mail.ru,"Муниципальное объединение ""Московская застава""",7810215127,1027804895623,
Московский,"Санкт-Петербургское государственное автономное дошкольное образовательное учреждение ""Детский сад № 5 Московского района Санкт-Петербурга""",ГАДОУ №5,"г. Санкт-Петербург г, Ленсовета улица, дом 45, корпус 2, литера А",Портян Валентина Алексеевна,8-812-727-15-87,Да,8-812-727-15-87,ds5mr@mail.ru,"Муниципальное объединение ""Звездное""",7810214500,1027804899187,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад №6 компенсирующего вида Московского района Санкт-Петербурга,ГБДОУ №6,"г. Санкт-Петербург , Новоизмайловский проспект, дом 28, корпус 3 литера А",Сырковская Екатерина Валериевна,8-812-374-15-31,Да,8-812-374-15-31,ds6blind@mail.ru,"Муниципальное объединение ""Новоизмайловское""",7810214490,1027804880850,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад №7 Московского района Санкт-Петербурга,ГБДОУ №7,"г. Санкт-Петербург, Ленсовета улица, дом 79, литера А",Юр Ирина Александровна,8-812-727-45-29,Да,8-812-727-45-29,detskiysad7@bk.ru,"Муниципальное объединение ""Звездное""",7810277740,1037821023789,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад №8 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №8,"г. Санкт-Петербург, Новоизмайловский проспект, дом 22, корпус 3, литера А",Романенко Людмила Алексеевна,8-812-375-36-10,Да,8-812-375-36-10,8sadic@mail.ru,"Муниципальное объединение ""Новоизмайловское""",7810158038,1027804899088,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 9 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №9,"г. Санкт-Петербург, Пулковская улица,   дом 5, литера А",Сайфутдинова Фануза Зарифовна,8-812-726-51-90,Да,8-812-726-51-90,ds9mr@mail.ru,"Муниципальное объединение ""Звездное""",7810214483,1027804899319,
Московский,"Государственное бюджетное дошкольное образовательное учреждение детский сад № 10 присмотра и оздоровления Московского района Санкт-Петербурга ""Богатырь""",ГБДОУ №10,"г. Санкт-Петербург, Ленинский проспект, дом 168, корпус 3, литера А",Сорокина Людмила Александровна,8-812-375-71-29,Да,8-812-375-71-29,ds10mr@mail.ru,"Муниципальное объединение ""Новоизмайловское""",7810214444,1027804895579,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 11 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №11,"г. Санкт-Петербург , Костюшко улица,  дом 18, литера А",Брославская Елена Евгеньевна,8-812-375-59-39,Да,8-812-375-59-39,ds11mr@mail.ru,"Муниципальное объединение ""Новоизмайловское""",7810214420,1027804895634,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 12 компенсирующего вида Московского района Санкт-Петербурга,ГБДОУ №12,"г. Санкт-Петербург , Варшавская улица, дом 37, корпус  4, литера А",Степанова Людмила Васильевна,8-812-375-35-01,Да,8-812-375-35-01,ds12mr@mail.ru,"Муниципальное объединение ""Новоизмайловское""",7810214980,1027804895645,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 14 Московского района Санкт-Петербурга,ГБДОУ №14,"г. Санкт-Петербург , Бассейная улица, дом 71, корпус 2, литера А",Калиш Наталия Владимировна,8-812-378-63-91,Да,8-812-378-63-91,ds14mosk@yandex.ru,"Муниципальное объединение ""Гагаринское""",7810214973,1027804899231,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 15 комбинированного вида Московского района Санкт - Петербурга,ГБДОУ №15,"г. Санкт-Петербург, Варшавская улица, дом 29, корпус  4, литера А",Нахоцкая Оксана Петровна,8-812-375-58-10,Нет,8-812-375-58-10,detsad@ds15.spb.ru,"Муниципальное объединение ""Новоизмайловское""",7810215021,1027804899220,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 16 Московского района Санкт-Петербурга,ГБДОУ №16,"г. Санкт-Петербург , Краснопутиловская улица, дом 87, литера  А",Бодрая Вера Григорьевна,8-812-375-00-16,Да,8-812-375-00-16,ds16mr@yndex.ru,"Муниципальное объединение ""Новоизмайловское""",7810215039,1027804899396,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 17 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №17,"г. Санкт-Петербург, Ленсовета улица, дом 49, корпус 2, литера A",Большакова Екатерина Владимировна,8-812-727-03-47,Нет,8-812-727-03-47,ds17mr@inbox.ru,"Муниципальное объединение ""Гагаринское""",7810215046,1037821066800,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 18 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №18,"г. Санкт-Петербург , Юрия Гагарина  проспект, дом 24, корпус 4",Белова Марина Борисовна,8-812-379-16-96,Да,8-812-379-16-96,gdoy-mr-18@yandex.ru,"Муниципальное объединение ""Гагаринское""",7810215053,1027804899297,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад №19 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №19,"г. Санкт-Петербург , Юрия Гагарина   проспект, дом 26, корпус 9, литера А",Сифорова Виктория Викторовна,8-812-379-16-87,Да,8-812-379-16-87,ds19mr.spb.edu@mail.ru,"Муниципальное объединение ""Гагаринское""",7810215293,1027804899121,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 20 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №20,"г. Санкт-Петербург г, Космонавтов   проспект, дом 23, корпус 2, литера А",Быстрова Ольга Григорьевна,8-812-379-81-45,Нет,8-812-379-81-45,ds20mr@mail.ru,"Муниципальное объединение ""Гагаринское""",7810215303,1027804895250,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад №21 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №21,"г. Санкт-Петербург , Бассейная улица,  дом 75, корпус 2, литера А",Тимофеева Галина Николаевна,8-812-379-81-38,Да,8-812-379-81-38,mail@ds21mr.ru,"Муниципальное объединение ""Гагаринское""",7810215222,1027804903455,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 22 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №22,"г. Санкт-Петербург , Космонавтов проспект, дом 78, литера А",Луговская Зинаида Николаевна,8-812-727-48-69,Да,8-812-727-48-69,dou22@mail.ru,"Муниципальное объединение ""Гагаринское""",7810215230,1037821001184,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад №23 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №23,"г. Санкт-Петербург, Пулковское шоссе, дом 13, корпус  3",Ищенко Галина Анатольевна,8-812-413-60-22,Да,8-812-413-60-22,ds23mr@mail.ru,"Муниципальное объединение ""Пулковский меридиан""",7810215247,1027804899341,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад №24 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №24,"г. Санкт-Петербург, Витебский проспект, дом 41, корпус 5",Должикова Елена Владимировна,8-812-379-00-87,Да,8-812-379-00-87,ds24mr@yandex.ru,"Муниципальное объединение ""Гагаринское""",7810215166,1037821063169,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 25 Московского района Санкт-Петербурга,ГБДОУ №25,"г. Санкт-Петербург , Юрия Гагарина проспект, дом 40",Игнатьева Инна Владимировна,8-812-726-66-02,Да,8-812-726-43-05,ds25mr@mail.ru,"Муниципальное объединение ""Звездное""",7810825309,1117847157867,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад №26 компенсирующего вида Московского района Санкт-Петербурга,ГБДОУ №26,"г. Санкт-Петербург , Краснопутиловская улица, дом 81, литера А",Белова Виктория Николаевна,8-812-375-23-05,Нет,8-812-375-23-05,lds26mosk@yandex.ru,"Муниципальное объединение ""Новоизмайловское""",7810215261,1037821003802,
Московский,"Государственное бюджетное дошкольное образовательное учреждение детский сад № 27 компенсирующего вида Московского района Санкт-Петербурга ""Надежда""",ГБДОУ №27,"г. Санкт-Петербург, Варшавская улица,                 дом 47, корпус 3",Столярова Надежда Владимировна,8-812-374-09-42,Да,8-812-374-09-42,ds27deaf@mail.ru,"Муниципальное объединение ""Новоизмайловское""",7810215279,1027804899154,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 28 общеразвивающего вида с приоритетным осуществлением деятельности по познавательно-речевому развитию детей Московского района Санкт-Петербурга,ГБДОУ №28,"г. Санкт-Петербург , Костюшко ул,                  дом 46, литера А",Кулиева Татьяна Николаевна,8-812-374-37-73,Да,8-812-374-37-73,ds28mr@yandex.ru,"Муниципальное объединение ""Новоизмайловское""",7810215286,1027804895315,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 29 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №29,"г. Санкт-Петербург , Свеаборгская улица,  дом 3, литера А",Мосягина Елена Владимировна,8-812-388-18-04,Да,8-812-388-18-04,ds29mr@yandex.ru,"Муниципальное объединение ""Московская застава""",7810172466,1027804899264,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 30 общеразвивающего вида с приоритетным осуществлением деятельности по познавательно-речевому развитию детей Московского района Санкт-Петербурга,ГБДОУ №30,"г. Санкт-Петербург , Космонавтов проспект, дом 62, литера А",Леонова Ольга Викторовна,8-812-727-51-40,Да,8-812-727-51-40,gdoucad30@rambler.ru,"Муниципальное объединение ""Гагаринское""",7810215215,1027804899363,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 31 общеразвивающего вида с приоритетным осуществлением деятельности по познавательно-речевому развитию детей Московского района Санкт-Петербурга,ГБДОУ №31,"г. Санкт-Петербург, Ленсовета улица, дом  82, литера А",Сафронова Ирина Владимировна,8-812-727-09-45,Да,8-812-727-09-45,d-s_31@mail.ru,"Муниципальное объединение ""Звездное""",7810215141,1027804895436,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 32 Московского района Санкт-Петербурга,ГБДОУ №32,"Санкт-Петербург, Московский пр., д. 172, корпус 6, литера А",Никонова Татьяна Васильевна,8-812-388-10-71,Нет,8-812-388-10-71,ds32mr@yandex.ru,"Муниципальное объединение ""Московская застава""",7810215198,1027804895271,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад №33 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №33,"г. Санкт-Петербург , Космонавтов проспект, дом 50, корпус 2, литера А",Тихонова Надежда Сергеевна,8-812-727-44-90,Да,8-812-727-44-90,ds33mr@yandex.ru,"Муниципальное объединение ""Гагаринское""",7810158045,1027804899110,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 34 Московского района Санкт-Петербурга,ГБДОУ №34,"г. Санкт-Петербург , 5-й Предпортовый проезд, дом 4, корпус 2, литера А",Лебедева Ольга Григорьевна,8-812-413-59-50,Да,8-812-413-59-50,dt34@yandex.ru,"Муниципальное объединение ""Пулковский меридиан""",7810215159,1027804896680,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад №35 компенсирующего вида Московского района Санкт-Петербурга,ГБДОУ №35,"г. Санкт-Петербург , Кузнецовская улица,  дом 42, литера  А",Фролова Людмила Сергеевна,8-812-388-39-49,Нет,8-812-388-39-49,ds35mr@mail.ru,"Муниципальное объединение ""Московская застава""",7810215208,1027804899143,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 36 Московского района Санкт-Петербурга,ГБДОУ №36,"г.Санкт-Петербург, Звёздная улица, дом 9, корпус 2, литера А",Коноплёва Наталья Владимировна,8-812-411-44-16,Да,8-812-411-44-16,dou36mr@yandex.ru,"Муниципальное объединение ""Звездное""",7810559520,1097847199647,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 37 Московского района Санкт-Петербурга,ГБДОУ №37,"г.Санкт-Петербург, Севастьянова улица, дом 4",Шамшонкова Наталья Николаевна,8-812-388-13-36,Нет,8-812-388-13-36,ds37@list.ru,"Муниципальное объединение ""Московская застава""",7810153880,1037821001195,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 38 Московского района Санкт-Петербурга,ГБДОУ №38,"г. Санкт-Петербург , Новоизмайловский проспект, дом 40, корпус 3, литера А",Драницын Анна Фёдоровна,8-812-374-26-53,Да,8-812-370-08-01,gdoy38@mail.ru,"Муниципальное объединение ""Новоизмайловское""",7810546810,1097847054865,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 40 общеразвивающего вида с приоритетным осуществлением деятельности по познавательно-речевому развитию детей Московского района Санкт-Петербурга,ГБДОУ №40,"г. Санкт-Петербург, Витебский проспект, дом 79, корпус 2, литера А",Губичева Татьяна Анатольевна,8-812-727-01-00,Да,8-812-727-01-00,ds40mr@mail.ru,"Муниципальное объединение ""Гагаринское""",7810214966,1037821003813,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 41 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №41,"г. Санкт-Петербург , Костюшко улица, дом 78, литера А",Героева Ольга Николаевна,8-812-413-58-55,Да,8-812-410-16-29,gbdou-41@mail.ru,"Муниципальное объединение ""Новоизмайловское""",7810153449,1027804895612,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 51 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №51,"г. Санкт-Петербург, Штурманская улица, дом 38, корпус 2, литера А",Бадина Юлия Юрьевна,8-812-704-33-59,Да,8-812-704-33-59,ds51mr@yandex.ru,"Муниципальное объединение ""Пулковский меридиан""",7810327423,1047815067310,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 57 компенсирующего вида Московского района Санкт-Петербурга,ГБДОУ №57,"г. Санкт-Петербург , Кузнецовская улица, дом 44, литера А",Парфенова Надежда Алексеевна,8-812-387-40-55,Нет,,ds57mrspb@mail.ru,"Муниципальное объединение ""Московская застава""",7810215180,1027804875504,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад №62 Московского района Санкт-Петербурга,ГБДОУ №62,"г. Санкт-Петербург , Юрия Гагарина проспект, дом 21, литера А",Туренкова Светлана Валентиновна,8-812-373-53-66,Нет,8-812-373-53-66,ds62mr@yandex.ru,"Муниципальное объединение ""Московская застава""",7810153897,1027804894479,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 67 компенсирующего вида Московского района Санкт-Петербурга,ГБДОУ №67,"г. Санкт-Петербург, Ленинский проспект, дом 178, литера А;
г. Санкт-Петербург, Московский проспект, дом 204, литера А;
г. Санкт-Петербург , Победы улица, дом 7, литера А",Боровик Алла Юрьевна,8-812-373-28-20,Нет,8-812-373-28-20,ds67mr.spb@mail.ru,"Муниципальное объединение ""Пулковский меридиан""",7810214740,1027804899055,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 70 Московского района Санкт-Петербурга,ГБДОУ №70,"г. Санкт-Петербург, Бассейная улица, дом 47, литера А",Чернякова Лилия Павловна,8-812-387-62-88,Да,8-812-387-62-88,ds70mr@mail.ru,"Муниципальное объединение ""Московская застава""",7810171102,1027804899099,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 75 Московского района Санкт-Петербурга,ГБДОУ №75,"г. Санкт-Петербург , Фрунзе улица, дом 23, литера А",Волкова Светлана Владимировна,8-812-371-46-28,Да,8-812-371-46-28,ds75mr@mail.ru,"Муниципальное объединение ""Московская застава""",7810158052,1027804894480,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 80 общеразвивающего вида с приоритетным осуществлением деятельности по познавательно-речевому развитию детей Московского района Санкт-Петербурга,ГБДОУ №80,"г. Санкт-Петербург, Пулковское шоссе, дом 34, корпус 2, литера А",Федорова Надежда Александровна,8-812-371-69-39,Да,8-812-373-51-80,det_sad80@mail.ru,"Муниципальное объединение ""Звездное""",7810056364,1067847718718,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 81 Московского района Санкт-Петербурга,ГБДОУ №81,"г. Санкт-Петербург , Фрунзе улица,               дом 15, литера А",Бурилова Ольга Сергеевна,8-812-388-24-76,Нет,8-812-388-24-76,ds81mr@yandex.ru,"Муниципальное объединение ""Московская застава""",7810214934,1027804891729,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 82 Московского района Санкт-Петербурга,ГБДОУ №82,"г. Санкт-Петербург , Типанова улица, дом 6",Мусина Ольга Сергеевна,8-812-373-06-26,Да,8-812-373-06-26,detsad82mr@yandex.ru,"Муниципальное объединение ""Звездное""",7810215060,1027804899165,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 91 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №91,"г. Санкт-Петербург , Алтайская улица, дом 19, литера А",Прокофьева Елена Георгиевна,8-812-373-25-74,Да,8-812-373-25-74,ds91mr@mail.ru,"Муниципальное объединение ""Звездное""",7810214910,1027804895140,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 96 компенсирующего вида Московского района Санкт-Петербурга,ГБДОУ №96,"г. Санкт-Петербург, Юрия Гагарина проспект, дом 33, литера А",Глазунова Ольга Валентиновна,8-812-373-47-84,Нет,8-812-373-47-84,ds96mr@yandex.ru,"Муниципальное объединение ""Звездное""",7810214959,1027804899132,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 98 Московского района Санкт-Петербурга,ГБДОУ №98,"г. Санкт-Петербург , Новоизмайловский проспект, дом 7, литера А",Андреева Ирина Вячеславовна,8-812-369-51-05,Нет,8-812-369-51-05,ds98mr@mail.ru,"Муниципальное объединение ""Новоизмайловское""",7810215007,1027804899066,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 99 Московского района Санкт-Петербурга,ГБДОУ №99,"г. Санкт-Петербург , Авиационная улица, дом 34, литера А",Лохова Наталия Станиславловна,8-812-373-48-00,Да,8-812-373-48-00,ds99mr@mail.ru,"Муниципальное объединение ""Звездное""",7810215014,1027804899198,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 100 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №100,"г. Санкт-Петербург , Кубинская улица, дом 12",Грудинина Надежда Арсеевна,8-812-369-81-05,Да,8-812-369-81-05,ds100mr2014@yandex.ru,"Муниципальное объединение ""Новоизмайловское""",7810214719,1027804899242,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад №104 комбинированного вида Московского района Санкт-Петербурга,ГБДОУ №104,"г. Санкт-Петербург, Юрия Гагарина проспект, дом 47, литера А",Якунина Ольга Александровна,8-812-373-06-02,Нет,8-812-373-06-02,ds104mr@yandex.ru,"Муниципальное объединение ""Звездное""",7810215085,1037821003791,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 107 Московского района Санкт-Петербурга,ГБДОУ №107,"г. Санкт-Петербург, Новоизмайловский проспект, дом 61, литера А",Матвеева Таисия Александровна,8-812-375-58-00,Да,8-812-375-58-00,ds107mr@yandex.ru,"Муниципальное объединение ""Новоизмайловское""",7810215092,1027804899210,
Московский,Государственное бюджетное дошкольное образовательное учреждение детский сад №108 общеразвивающего вида Московского района Санкт-Петербурга,ГБДОУ №108,"г. Санкт-Петербург , Новоизмайловский проспект, дом 12, литера А",Султанова Наталья Владимировна,7-812-369-51-23,Нет,7-812-369-51-23,gdoy108@mail.ru,"Муниципальное объединение ""Новоизмайловское""",7810215110,1027804895326,
